id,toxic,obscene,threat,insult,identity_hate
"""userName"":""dusw****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""sbks****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""scot****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""77ka****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""chub****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""gkru****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""alov****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""whit****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""yyyy****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""japa****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""clie****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""ims5****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""fffo****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""youj****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""into****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""jihy****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""gold****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""nini****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""smil****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""bioj****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""coro****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""hong****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""wing****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""baby****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""rjyc****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""ejuh****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""marv****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""rani****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""appl****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""twin****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""sunm****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""dsym****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""lsmi****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""raul****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""s_k_****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""maba****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""sw32****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""roti****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""fkdl****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""eski****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""lja0****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""smma****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""widw****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""slzl****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""cww3****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""offc****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""dong****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""nabo****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""yoon****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""kimc****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""kang****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""wldu****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""whit****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""chao****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""volv****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""port****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""djm1****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""taoi****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""kbj1****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""qhdd****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""clos****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""jimf****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""omc0****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""witt****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""jun0****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""miss****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""an_e****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""kwe0****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""icpa****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""savu****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""moon****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""midu****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""wnvl****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""welc****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""soco****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""qlsn****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""qkfn****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""actk****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""dlff****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""taej****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""801r****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""sang****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""revo****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""kill****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""yoro****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""sksa****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""i602****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""arim****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""jmso****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""rnfl****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""mimi****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""eumk****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""corn****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""yes0****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""obel****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""cici****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""key1****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""pepp****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""loon****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""hang****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""topo****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""meta****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""mose****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""kas1****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""k192****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""qkre****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""jang****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""phen****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""kshu****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""davi****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""star****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""dltj****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""sung****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""gch0****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""hans****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""khk_****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""mika****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""dblu****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""jjul****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""woop****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""ksh7****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""tjdw****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""sork****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""disk****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""witt****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""rkdt****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""theh****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""dasi****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""jean****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""top6****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""delo****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""awax****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""sork****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""open****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""gfri****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""nhy9****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""gmdt****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""free****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""xtin****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""chc8****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""wkdc****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""myto****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""kj62****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""jd19****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""iskr****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""choa****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""dead****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""anid****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""hass****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""ones****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""dmlc****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""soii****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""star****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""bjh1****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""dpdn****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""2xcj****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""klou****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""only****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""wkeh****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""sads****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""anmo****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""jise****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""eun2****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""gksa****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""9691****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""stom****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""tasi****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""cham****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""lone****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""h961****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""inry****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""cryb****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""hm82****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""aitt****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""seol****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""rbfa****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""star****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""sisi****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""jlov****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""alst****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""moll****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""deli****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""nim7****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""777b****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""key1****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""akri****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""jkl2****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""zbzb****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""k814****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""aaaa****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""with****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""fks1****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""wkfg****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""udh9****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""ksrj****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""choi****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""ieej****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""ttok****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""lht0****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""flym****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""nar7****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""dais****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""tlsw****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""whdv****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""wlrm****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""woor****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""tcp0****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""chim****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""jeff****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""kore****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""hero****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""shs7****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""para****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""tvma****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""kims****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""xtee****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""ungh****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""haks****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""robo****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""bloo****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""wnrh****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""jaeh****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""xorb****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""ars_****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""core****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""eunb****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""bbee****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""naya****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
"""userName"":""gyan****"",""userProfileImage""",0.5,0.5,0.5,0.5,0.5
